player,pronounced,age,birthplace,residence,turned_pro,coach,website,imageURL,player_country,current_rank,player_atp_url,high_rank,high_rank_date,record_career,titles_career,prize_money_career,date_of_birth,player_age,height_cm,height_inches,height_feet,weight_lbs,weight_kgs,wins_career,losses_career,career_win_pct,hand,player_bmi,gender,birth_city,birth_state,birth_country,residence_city,residence_state,residence_country,tour,date_data
Evgeny Donskoy,NA,24 (09.05.1990),"Moscow, Russia","Moscow, Russia",NA,Morgan Phillips,NA,http://www.atpworldtour.com/~/media/4336CA47BA6C4CA5B2BA00EACC22E481.ashx?w=148&h=198,Russian Federation,111,http://www.atpworldtour.com/Tennis/Players/Do/E/Evgeny-Donskoy.aspx,111,7/8/13,15-35,0,841977,5/9/90,24y 0m 82d 0H 0M 0S,185,72.834685,6.069554656,163,74,15,35,0.3,R,21.60063094,M,Moscow,,Russia,Moscow,,Russia,ATP,8/1/14
Evgeny Korolev,NA,26 (14.02.1988),"Moscow, Russia","Astana, Kazakhstan",2005,Evgeny Korolev,NA,http://www.atpworldtour.com/~/media/88D5818929C14FBB997ADA5AAF33A74F.ashx?w=148&h=198,Kazakhstan,803,http://www.atpworldtour.com/Tennis/Players/Ko/E/Evgeny-Korolev.aspx,803,2/22/10,74-98,0,1505335,2/14/88,26y 0m 166d 12H 0M 0S,185,72.834685,6.069554656,180,82,74,98,0.430232558,R,23.85345748,M,Moscow,,Russia,Astana,,Kazakhstan,ATP,8/1/14
Fabio Fognini,NA,27 (24.05.1987),"Sanremo, Italy","Arma di Taggia, Italy",2004,Jose Perlas,http://www.fabiofognini.it,http://www.atpworldtour.com/~/media/552250094A234F7D94AA128AF7EBCA96.ashx?w=148&h=198,Italy,19,http://www.atpworldtour.com/Tennis/Players/Top-Players/Fabio-Fognini.aspx,19,3/31/14,182-177,3,4980583,5/24/87,27y 0m 67d 6H 0M 0S,178,70.078778,5.839895831,163,74,182,177,0.506963788,R,23.33296282,M,Sanremo,,Italy,Arma di Taggia,,Italy,ATP,8/1/14
Fabrice Santoro,fa-BREES san-TOOR-o,NA,Tahiti,"Geneva, Switzerland",1989,Laurent Raymond,http://fabricesantoro.info,http://www.atpworldtour.com/~/media/133EE86353EA43369088B90CC80FE252.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Sa/F/Fabrice-Santoro.aspx,17,8/6/01,470-444,6,10021132,12/9/72,41y 0m 232d 18H 0M 0S,178,70.078778,5.839895831,163,74,470,444,0.514223195,R,23.33296282,M,Tahiti,,Tahiti,Geneva,,Switzerland,ATP,8/1/14
Federico Delbonis,NA,23 (05.10.1990),"Azul, Argentina","Azul, Argentina",2007,Gustavo Tavernini,NA,http://www.atpworldtour.com/~/media/D7CB3369297A4264AA846D76E96C3EF5.ashx?w=148&h=198,Argentina,59,http://www.atpworldtour.com/Tennis/Players/De/F/Federico-Delbonis.aspx,59,5/26/14,39-41,1,1122493,10/5/90,23y 0m 298d 6H 0M 0S,190,74.80319,6.233596673,194,88,39,41,0.4875,L,24.37343936,M,Azul,,Argentina,Azul,,Argentina,ATP,8/1/14
Federico Luzzi,fed-uhr-REE-kho LOO-tsee,NA,"Arezzo, Italy","Arezzo, Italy",1999,Umberto Rianna,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Italy,Inactive,http://www.atpworldtour.com/Tennis/Players/Lu/F/Federico-Luzzi.aspx,92,2/11/02,18-31,0,544562,1/3/80,34y 0m 208d 12H 0M 0S,188,74.015788,6.167979866,176,80,18,31,0.367346939,R,22.5849565,M,Arezzo,,Italy,Arezzo,,Italy,ATP,8/1/14
Feliciano Lopez,NA,32 (20.09.1981),"Toledo, Spain","Madrid, Spain",1997,Jose Clavet,http://www.felicianolopez.com,http://www.atpworldtour.com/~/media/396381DDAC3645B284BD74FAEDF86B57.ashx?w=148&h=198,Spain,25,http://www.atpworldtour.com/Tennis/Players/Top-Players/Feliciano-Lopez.aspx,25,1/30/12,352-327,4,8966628,9/20/81,32y 0m 313d 0H 0M 0S,188,74.015788,6.167979866,187,85,352,327,0.518409426,L,23.99651629,M,Toledo,,Spain,Madrid,,Spain,ATP,8/1/14
Felix Mantilla,man-TEE-yah,39 (23.09.1974),"Barcelona, Spain","Monte Carlo, Monaco",1993,Tony Navarro,NA,http://www.atpworldtour.com/~/media/BC43F592EB3D47B3A78CFD4F61BC9B56.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/F/Felix-Mantilla.aspx,10,6/8/98,313-218,10,5332214,9/23/74,39y 0m 310d 6H 0M 0S,180,70.86618,5.905512638,172,78,313,218,0.589453861,R,24.0771859,M,Barcelona,,Spain,Monte Carlo,,Monaco,ATP,8/1/14
Ferdi Taygan,NA,57 (05.12.1956),"Worcester, MA",NA,1977,NA,NA,http://www.atpworldtour.com/~/media/CF05188BCAA748039BCEB7492B7C3BDF.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Ta/F/Ferdi-Taygan.aspx,67,12/26/79,74-120,0,668104,12/5/56,57y 0m 236d 18H 0M 0S,173,68.110273,5.675853813,150,68,74,120,0.381443299,R,22.73114656,M,Worcester,Massachusetts,USA,,,,ATP,8/1/14
Fernando Gonzalez,NA,34 (29.07.1980),"Santiago, Chile","Santiago, Chile",1999,NA,http://www.gonzaleztenis.com,http://www.atpworldtour.com/~/media/FCAC7304AD6845A9B676F5A2586409DB.ashx?w=148&h=198,Chile,Inactive,http://www.atpworldtour.com/Tennis/Players/Go/F/Fernando-Gonzalez.aspx,5,1/29/07,370-202,11,8862276,7/29/80,34y 0m 0d 12H 0M 0S,183,72.047283,6.003937848,180,82,370,202,0.646853147,R,24.37769364,M,Santiago,,Chile,Santiago,,Chile,ATP,8/1/14
Fernando Luna,NA,56 (24.04.1958),"Ciudad Real, Spain",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Lu/F/Fernando-Luna.aspx,33,5/14/84,170-160,0,561404,4/24/58,56y 0m 97d 0H 0M 0S,175,68.897675,5.74147062,150,68,170,160,0.515151515,R,22.21454646,M,Ciudad Real,,Spain,,,,ATP,8/1/14
Fernando Meligeni,mel-eh-JEN-ee,43 (12.04.1971),"Buenos Aires, Argentina","Sao Paulo, Brazil",1990,Enrique Perez,http://www.uol.com.br/fernandomeligeni,http://www.atpworldtour.com/~/media/2721B547D3184447967B9A27A88EDCFD.ashx?w=148&h=198,Brazil,Inactive,http://www.atpworldtour.com/Tennis/Players/Me/F/Fernando-Meligeni.aspx,25,10/11/99,202-217,3,2558867,4/12/71,43y 0m 109d 6H 0M 0S,180,70.86618,5.905512638,142,64,202,217,0.482100239,L,19.87767673,M,Buenos Aires,,Argentina,Sao Paulo,,Brazil,ATP,8/1/14
Fernando Roese,ro-EH-see,48 (24.08.1965),"Novo Hamburgo, Brazil","Novo Hamburgo, Brazil",1982,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Brazil,Inactive,http://www.atpworldtour.com/Tennis/Players/Ro/F/Fernando-Roese.aspx,92,1/27/92,25-47,0,341334,8/24/65,48y 0m 340d 0H 0M 0S,190,74.80319,6.233596673,180,82,25,47,0.347222222,R,22.61453137,M,Novo Hamburgo,,Brazil,Novo Hamburgo,,Brazil,ATP,8/1/14
Fernando Verdasco,NA,30 (15.11.1983),"Madrid, Spain","Madrid, Spain",2001,Sergio Perez,http://www.fernando-verdasco.com/,http://www.atpworldtour.com/~/media/B4AA27E3E2494A1682DEC2F50E84EC48.ashx?w=148&h=198,Spain,33,http://www.atpworldtour.com/Tennis/Players/Top-Players/Fernando-Verdasco.aspx,33,4/20/09,398-278,6,11181027,11/15/83,30y 0m 257d 12H 0M 0S,188,74.015788,6.167979866,194,88,398,278,0.588757396,L,24.8947816,M,Madrid,,Spain,Madrid,,Spain,ATP,8/1/14
Fernando Vicente,bee-SEN-tay,37 (08.03.1977),"Benicarlo, Spain",Andorra,1996,Marcos Aurelio Gorriz,NA,http://www.atpworldtour.com/~/media/BA628ECFF93D43ABBC2E22FA055A5B44.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Vi/F/Fernando-Vicente.aspx,29,6/12/00,157-213,3,2917616,3/8/77,37y 0m 143d 18H 0M 0S,180,70.86618,5.905512638,167,76,157,213,0.424324324,R,23.3772677,M,Benicarlo,,Spain,Andorra,,Andorra,ATP,8/1/14
Filip Dewulf,de VULF,42 (15.03.1972),"Mol, Belgium","Leopoldsburg, Belgium",1990,Gabriel Gonzalez,NA,http://www.atpworldtour.com/~/media/A977FC9D9C9A4B99803E6483086C6D73.ashx?w=148&h=198,Belgium,Inactive,http://www.atpworldtour.com/Tennis/Players/De/F/Filip-Dewulf.aspx,39,9/15/97,96-125,2,1503987,3/15/72,42y 0m 136d 12H 0M 0S,190,74.80319,6.233596673,177,80,96,125,0.43438914,R,22.23762251,M,Mol,,Belgium,Leopoldsburg,,Belgium,ATP,8/1/14
Filippo Volandri,NA,32 (05.09.1981),"Livorno, Italy","Livorno, Italy",1997,Fabrizio Fanucci,http://filippovolandri.it,http://www.atpworldtour.com/~/media/B2092CF535874842857E53870DA291E4.ashx?w=148&h=198,Italy,136,http://www.atpworldtour.com/Tennis/Players/Vo/F/Filippo-Volandri.aspx,136,7/23/07,176-222,2,3855620,9/5/81,32y 0m 328d 0H 0M 0S,183,72.047283,6.003937848,161,73,176,222,0.442211055,R,21.80449264,M,Livorno,,Italy,Livorno,,Italy,ATP,8/1/14
Flavio Cipolla,NA,30 (20.10.1983),"Rome, Italy","Rome, Italy",2003,NA,NA,http://www.atpworldtour.com/~/media/EB6A67D725104DAD81BFDED86F422661.ashx?w=148&h=198,Italy,231,http://www.atpworldtour.com/Tennis/Players/Ci/F/Flavio-Cipolla.aspx,231,4/23/12,36-66,0,1542919,10/20/83,30y 0m 283d 12H 0M 0S,173,68.110273,5.675853813,163,74,36,66,0.352941176,R,24.70117926,M,Rome,,Italy,Rome,,Italy,ATP,8/1/14
Flavio Saretta,NA,34 (28.06.1980),"Americana, Brazil","Sao Paulo, Brazil",1998,"Luiz Faria, Alexandre Silva",NA,http://www.atpworldtour.com/~/media/960A171412F140168DEC46338D8BA5F1.ashx?w=148&h=198,Brazil,NA,http://www.atpworldtour.com/Tennis/Players/Sa/F/Flavio-Saretta.aspx,-,9/15/03,77-80,0,1239134,6/28/80,34y 0m 31d 12H 0M 0S,183,72.047283,6.003937848,154,70,77,80,0.49044586,R,20.85647123,M,Americana,,Brazil,Sao Paulo,,Brazil,ATP,8/1/14
Florent Serra,NA,33 (28.02.1981),"Bordeaux, France","Issy-les-Moulineaux, France",2000,Jerome Potier,NA,http://www.atpworldtour.com/~/media/66DE99B1998944E4B380613F39B72444.ashx?w=148&h=198,France,363,http://www.atpworldtour.com/Tennis/Players/Se/F/Florent-Serra.aspx,363,6/26/06,123-169,2,2949043,2/28/81,33y 0m 151d 18H 0M 0S,180,70.86618,5.905512638,171,78,123,169,0.421232877,R,23.93720226,M,Bordeaux,,France,Issy-les-Moulineaux,,France,ATP,8/1/14
Florian Mayer,FLOR-ee-an MAH-yer,30 (05.10.1983),"Bayreuth, Germany","Bayreuth, Germany",2001,Tobias Summerer,http://www.flo-mayer.de,http://www.atpworldtour.com/~/media/3F9312D0E8984E84BF32F2A30D290C61.ashx?w=148&h=198,Germany,64,http://www.atpworldtour.com/Tennis/Players/Top-Players/Florian-Mayer.aspx,64,6/6/11,217-208,1,5206428,10/5/83,30y 0m 298d 12H 0M 0S,190,74.80319,6.233596673,180,82,217,208,0.510588235,R,22.61453137,M,Bayreuth,,Germany,Bayreuth,,Germany,ATP,8/1/14
Florin Segarceanu,NA,53 (29.03.1961),"Bucharest, Romania",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Romania,Inactive,http://www.atpworldtour.com/Tennis/Players/Se/F/Florin-Segarceanu.aspx,73,10/10/83,51-72,0,192212,3/29/61,53y 0m 122d 18H 0M 0S,180,70.86618,5.905512638,145,66,51,72,0.414634146,R,20.29762765,M,Bucharest,,Romania,,,,ATP,8/1/14
Francesco Cancellotti,NA,51 (27.02.1963),"Perugia, Italy",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Italy,Inactive,http://www.atpworldtour.com/Tennis/Players/Ca/F/Francesco-Cancellotti.aspx,21,4/15/85,114-118,2,464876,2/27/63,51y 0m 153d 6H 0M 0S,183,72.047283,6.003937848,165,75,114,118,0.49137931,R,22.34621917,M,Perugia,,Italy,,,,ATP,8/1/14
Francisco Clavet,klah-VET,45 (24.10.1968),"Aranjuez, Spain","Madrid, Spain",1988,NA,NA,http://www.atpworldtour.com/~/media/8D896BAE21A74DA4A3544F3934FCE70B.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Cl/F/Francisco-Clavet.aspx,18,7/13/92,388-340,8,4279181,10/24/68,45y 0m 278d 18H 0M 0S,183,72.047283,6.003937848,156,71,388,340,0.532967033,L,21.12733449,M,Aranjuez,,Spain,Madrid,,Spain,ATP,8/1/14
Francisco Gonzalez,NA,58 (19.11.1955),"Wiesbaden, Germany",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/A6181CBFA9AF4556974C245641025366.ashx?w=148&h=198,Paraguay,Inactive,http://www.atpworldtour.com/Tennis/Players/Go/F/Francisco-Gonzalez.aspx,49,7/12/78,107-171,0,483023,11/19/55,58y 0m 253d 12H 0M 0S,193,75.984293,6.332021884,195,88,107,171,0.384892086,R,23.74336575,M,Wiesbaden,,Germany,,,,ATP,8/1/14
Francisco Maciel,NA,50 (01.07.1964),"Queretaro, Mexico",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Mexico,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/F/Francisco-Maciel.aspx,35,6/23/86,39-52,0,213185,7/1/64,50y 0m 28d 12H 0M 0S,185,72.834685,6.069554656,163,74,39,52,0.428571429,R,21.60063094,M,Queretaro,,Mexico,,,,ATP,8/1/14
Francisco Montana,NA,44 (05.11.1969),"Miami, FL","Miami, FL",1990,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Mo/F/Francisco-Montana.aspx,100,5/4/92,17-37,0,1248094,11/5/69,44y 0m 267d 0H 0M 0S,183,72.047283,6.003937848,163,74,17,37,0.314814815,R,22.07535591,M,Miami,Florida,USA,Miami,Florida,USA,ATP,8/1/14
Francisco Roig,royj,46 (01.04.1968),"Barcelona, Spain","Barcelona, Spain",1987,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Spain,833,http://www.atpworldtour.com/Tennis/Players/Ro/F/Francisco-Roig.aspx,-,10/5/92,64-96,0,1466830,4/1/68,46y 0m 119d 12H 0M 0S,175,68.897675,5.74147062,152,69,64,96,0.4,R,22.51074041,M,Barcelona,,Spain,Barcelona,,Spain,ATP,8/1/14
Francisco Yunis,NA,49 (12.08.1964),"Buenos Aires, Argentina","Buenos Aires, Argentina",1982,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Argentina,Inactive,http://www.atpworldtour.com/Tennis/Players/Yu/F/Francisco-Yunis.aspx,61,3/30/87,27-40,0,198607,8/12/64,49y 0m 351d 18H 0M 0S,190,74.80319,6.233596673,176,80,27,40,0.402985075,R,22.11198622,M,Buenos Aires,,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Franco Davin,da-VEEN,44 (11.01.1970),"Pehuajo, B.A., Argentina","Buenos Aires, Argentina",1986,NA,NA,http://www.atpworldtour.com/~/media/978E54882F8A4F37AB1AEA7940B08899.ashx?w=148&h=198,Argentina,Inactive,http://www.atpworldtour.com/Tennis/Players/Da/F/Franco-Davin.aspx,30,10/8/90,153-155,3,1108860,1/11/70,44y 0m 200d 0H 0M 0S,173,68.110273,5.675853813,140,64,153,155,0.496753247,L,21.21573678,M,Pehuajo,Buenos Aires,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Franco Squillari,skoo-LAR-ee,38 (22.08.1975),"Buenos Aires, Argentina","Buenos Aires, Argentina",1994,Francisco Yunis,NA,http://www.atpworldtour.com/~/media/5A6D8D022E99452084AF06EB692E6693.ashx?w=148&h=198,Argentina,Inactive,http://www.atpworldtour.com/Tennis/Players/Sq/F/Franco-Squillari.aspx,11,9/18/00,155-165,3,2504591,8/22/75,38y 0m 342d 12H 0M 0S,183,72.047283,6.003937848,177,80,155,165,0.484375,L,23.97139875,M,Buenos Aires,,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Francois Jauffret,NA,72 (09.02.1942),"Bordeaux, France",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Ja/F/Francois-Jauffret.aspx,20,11/6/74,191-133,2,0,2/9/42,72y 0m 171d 0H 0M 0S,180,70.86618,5.905512638,165,75,191,133,0.589506173,R,23.09730043,M,Bordeaux,,France,,,,ATP,8/1/14
Frank Dancevic,NA,29 (26.09.1984),"Niagara Falls, Canada","Niagara Falls, Canada",2003,Dejan Cvetkovic,NA,http://www.atpworldtour.com/~/media/0C8617A8D1C04E6081DFCEFF9619B49E.ashx?w=148&h=198,Canada,123,http://www.atpworldtour.com/Tennis/Players/Da/F/Frank-Dancevic.aspx,123,9/10/07,62-95,0,1569075,9/26/84,29y 0m 306d 18H 0M 0S,185,72.834685,6.069554656,175,79,62,95,0.394904459,R,23.19086144,M,Niagara Falls,,Canada,Niagara Falls,,Canada,ATP,8/1/14
Frank Froehling,NA,72 (19.05.1942),"San Diego, CA",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Fr/F/Frank-Froehling.aspx,67,10/15/73,106-117,0,0,5/19/42,72y 0m 72d 0H 0M 0S,190,74.80319,6.233596673,170,77,106,117,0.475336323,R,21.35816851,M,San Diego,California,USA,,,,ATP,8/1/14
Frank Gebert,NA,62 (11.06.1952),NA,NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Ge/F/Frank-Gebert.aspx,85,12/31/77,34-61,0,0,6/11/52,62y 0m 48d 12H 0M 0S,NA,NA,NA,NA,NA,34,61,0.357894737,R,NA,M,,,,,,,ATP,8/1/14
Fred McNair IV,NA,64 (22.07.1950),"Washington, D.C.","Mclean, VA, USA",1973,NA,NA,http://www.atpworldtour.com/~/media/5A8BB35E091243158ABE1B210C7A9203.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Mc/F/Fred-Mcnair-IV.aspx,79,10/11/76,70-156,0,461,7/22/50,64y 0m 8d 0H 0M 0S,183,72.047283,6.003937848,170,77,70,156,0.309734513,R,23.02337733,M,Washington,DC,USA,Mclean,Virginia,USA,ATP,8/1/14
Fred Stolle,NA,75 (08.10.1938),"Hornsby NSW, Australia","Aventura, FL, USA",1966,NA,NA,http://www.atpworldtour.com/~/media/863F7FA94BB54268988218B083381963.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/St/F/Fred-S-Stolle.aspx,30,3/2/74,214-144,6,328,10/8/38,75y 0m 295d 6H 0M 0S,190,74.80319,6.233596673,205,93,214,144,0.597765363,R,25.7554385,M,Hornsby,New South Wales,Australia,Aventura,Florida,USA,ATP,8/1/14
Frederic Fontang,NA,44 (18.03.1970),"Casablanca, Morocco","Pau, France",1989,NA,NA,http://www.atpworldtour.com/~/media/9AAB9C4A1849481F900BF0DB9753E4F6.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Fo/F/Frederic-Fontang.aspx,59,10/14/91,28-60,1,513509,3/18/70,44y 0m 134d 0H 0M 0S,183,72.047283,6.003937848,155,70,28,60,0.318181818,R,20.99190286,M,Casablanca,,Morocco,Pau,,France,ATP,8/1/14
Frederico Gil,NA,29 (24.03.1985),"Lisboa, Portugal","Sintra, Portugal",2003,NA,http://www.fredericogil.com/,http://www.atpworldtour.com/~/media/DAB605174D8E4CD5BAA6D917EF293523.ashx?w=148&h=198,Portugal,1150,http://www.atpworldtour.com/Tennis/Players/Gi/F/Frederico-Gil.aspx,1150,4/25/11,65-74,0,1389835,3/24/85,29y 0m 127d 18H 0M 0S,178,70.078778,5.839895831,154,70,65,74,0.467625899,R,22.04463972,M,Lisboa,,Portugal,Sintra,,Portugal,ATP,8/1/14
Frederik Fetterlein,FET-er-line,44 (11.07.1970),"Rungsted, Denmark",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Denmark,Inactive,http://www.atpworldtour.com/Tennis/Players/Fe/F/Frederik-Fetterlein.aspx,75,10/23/95,41-69,0,441561,7/11/70,44y 0m 19d 0H 0M 0S,190,74.80319,6.233596673,172,78,41,69,0.372727273,R,21.60944108,M,Rungsted,,Denmark,,,,ATP,8/1/14
Frew McMillan,NA,72 (20.05.1942),"Springs, South Africa","Bristol, England",NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,South Africa,Inactive,http://www.atpworldtour.com/Tennis/Players/Mc/F/Frew-D-Mcmillan.aspx,39,6/3/74,172-246,2,609072,5/20/42,72y 0m 71d 0H 0M 0S,183,72.047283,6.003937848,168,76,172,246,0.411483254,R,22.75251406,M,Springs,,South Africa,Bristol,,England,ATP,8/1/14
Fritz Buehning,NA,54 (05.03.1960),"Summit, NJ",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/BA5CAE951F204F1BBBA691CAD17F72C9.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Bu/F/Fritz-Buehning.aspx,21,11/23/81,113-120,1,608506,3/5/60,54y 0m 146d 12H 0M 0S,196,77.165396,6.430447094,200,91,113,120,0.484978541,R,23.61240057,M,Summit,New Jersey,USA,,,,ATP,8/1/14
Gabriel Markus,mar-COOS,44 (31.03.1970),"Buenos Aires, Argentina","Buenos Aires, Argentina",1989,NA,NA,http://www.atpworldtour.com/~/media/9BC6A19E3E774EEB8471E36040FB5D3D.ashx?w=148&h=198,Argentina,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/G/Gabriel-Markus.aspx,36,7/27/92,59-72,1,613203,3/31/70,44y 0m 121d 0H 0M 0S,180,70.86618,5.905512638,167,76,59,72,0.450381679,R,23.3772677,M,Buenos Aires,,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Gael Monfils,ga-EL mon-FEES,27 (01.09.1986),"Paris, France","Trelex, Switzerland",2004,NA,http://www.lamonf.com,http://www.atpworldtour.com/~/media/7BEE48438AF348FF9778708AD80FB29C.ashx?w=148&h=198,France,22,http://www.atpworldtour.com/Tennis/Players/Top-Players/Gael-Monfils.aspx,22,7/4/11,300-178,5,7743589,9/1/86,27y 0m 332d 6H 0M 0S,193,75.984293,6.332021884,177,80,300,178,0.627615063,R,21.55167045,M,Paris,,France,Trelex,,Switzerland,ATP,8/1/14
Galo Blanco,GAH-lo BLAHN-ko,37 (08.10.1976),"Oviedo, Spain","Barcelona, Spain",1995,Francisco Roig,NA,http://www.atpworldtour.com/~/media/21B73495EF0F40DD9890EB568AB8EE54.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Bl/G/Galo-Blanco.aspx,40,5/25/98,122-175,1,1832691,10/8/76,37y 0m 294d 18H 0M 0S,173,68.110273,5.675853813,150,68,122,175,0.410774411,R,22.73114656,M,Oviedo,,Spain,Barcelona,,Spain,ATP,8/1/14
Gary Donnelly,NA,52 (03.06.1962),"Phoenix, AZ",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Do/G/Gary-W-Donnelly.aspx,48,11/10/86,13-32,0,370579,6/3/62,52y 0m 57d 0H 0M 0S,190,74.80319,6.233596673,180,82,13,32,0.288888889,R,22.61453137,M,Phoenix,Arizona,USA,,,,ATP,8/1/14
Gary Muller,NA,49 (27.12.1964),"Durban, South Africa","Los Angeles, CA",1985,Brian Gaitz,NA,http://www.atpworldtour.com/~/media/51C0C5B2273244B483DA576D251BA0B3.ashx?w=148&h=198,South Africa,Inactive,http://www.atpworldtour.com/Tennis/Players/Mu/G/Gary-Muller.aspx,49,8/6/90,85-118,0,1447445,12/27/64,49y 0m 214d 18H 0M 0S,190,74.80319,6.233596673,180,82,85,118,0.418719212,L,22.61453137,M,Durban,,South Africa,Los Angeles,California,USA,ATP,8/1/14
Gaston Gaudio,gas-STONE GOW-dee-o,35 (09.12.1978),"Buenos Aires, Argentina","Buenos Aires, Argentina",1996,Franco Davin,NA,http://www.atpworldtour.com/~/media/95E197E403644EA4B74468DC2EEEBB53.ashx?w=148&h=198,Argentina,Inactive,http://www.atpworldtour.com/Tennis/Players/Ga/G/Gaston-Gaudio.aspx,5,4/25/05,270-196,8,6066156,12/9/78,35y 0m 233d 6H 0M 0S,175,68.897675,5.74147062,155,70,270,196,0.579399142,R,22.95503134,M,Buenos Aires,,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Gene Mayer,NA,58 (11.04.1956),"Flushing, NY",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/1612223013DE4100A8A8819431322FF8.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/G/Gene-Mayer.aspx,4,10/6/80,323-160,14,1382422,4/11/56,58y 0m 109d 12H 0M 0S,183,72.047283,6.003937848,150,68,323,160,0.66873706,R,20.3147447,M,Flushing,New York,USA,,,,ATP,8/1/14
Geoff Masters,NA,63 (19.09.1950),"Brisbane, QNSLD,  Australia",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/G/Geoff-Masters.aspx,42,3/5/75,200-233,1,0,9/19/50,63y 0m 314d 6H 0M 0S,NA,NA,NA,NA,NA,200,233,0.461893764,R,NA,M,Brisbane,Queensland,Australia,,,,ATP,8/1/14
George Bastl,BAHS-tul,39 (01.04.1975),"Chicago, Illinois, USA","Villars, Switzerland",1998,NA,http://www.georgebastl.com,http://www.atpworldtour.com/~/media/15378CF66B3B497C82AA803BB7017025.ashx?w=148&h=198,Switzerland,NA,http://www.atpworldtour.com/Tennis/Players/Ba/G/George-Bastl.aspx,-,5/1/00,50-93,0,1271019,4/1/75,39y 0m 120d 6H 0M 0S,183,72.047283,6.003937848,187,85,50,93,0.34965035,R,25.32571506,M,Chicago,Illinois,USA,Villars,,Switzerland,ATP,8/1/14
